name,city,address,phone,website,domain,rating,reviews,category,email,facebook,instagram,linkedin,email2,phone2
La Piazza Zone,"Venice, Italy","P.za San Marco, 215, 30124 Venezia VE, Italy",041 639 5941,https://lapiazza.com/zone,lapiazza.com,4.8,627.0,restaurant,zone@lapiazza.com,https://www.facebook.com/lapiazzazone,https://instagram.com/lapiazzazone,,zone@lapiazza.com,"00000091, 026312122372, +39 345 512 5189"
L'Osteria San Barnaba,"Venice, Italy","C. Lunga S. Barnaba, 2736, 30123 Venezia VE, Italy",041 528 5153,,,4.1,1298.0,restaurant,,,,,,
Mood bar & Bangla restaurant,"Venice, Italy","Via Della Rinascita, 14, 30175 Venezia VE, Italy",392 490 1651,,,4.9,9.0,restaurant,,,,,,
B Restaurant alla Vecchia Pescheria,"Venice, Italy","Campiello della Pescheria, 4, 30141 Venezia VE, Italy",342 859 1684,https://www.instagram.com/brestaurantmurano?utm_source=qr&igsh=MW5hYWt6Y3RoNjcybw==,instagram.com,4.4,1584.0,restaurant,,,,,,
Gio's,"Venice, Italy","P.za San Marco, 2159, 30124 Venezia VE, Italy",041 240 0001,https://giosrestaurantvenice.com/,giosrestaurantvenice.com,4.5,649.0,restaurant,,https://www.facebook.com/stregisvenice,https://www.instagram.com/stregisvenice/,,,"00070744, +39 366 506 8446, 04-7796-43"
Agli Alboretti Venice Restaurant,"Venice, Italy","Antonio Foscarini, Rio Terà, 882, 30123 Venezia VE, Italy",041 522 9937,http://www.aglialboretti.it/,aglialboretti.it,4.4,842.0,restaurant,,https://www.facebook.com/AgliAlboretti,,,,"056922868, 00000057, 0629043703505"
Ristorante Marciana,"Venice, Italy","Calle Larga S. Marco, 367 A/B, 30124 Venezia VE, Italy",041 520 6524,http://www.marcianavenice.com/,marcianavenice.com,4.4,889.0,restaurant,marciana@ristorantipiccin.it,https://www.facebook.com/RistoranteMarcianaVenezia,,,marciana@ristorantipiccin.it,"07331070921881, 041 520 6524 -, 0735576314226-"
Asian Halal Food Mestre Venice,"Venice, Italy","Via Giovanni Felisati, 159, 30171 Venezia VE, Italy",380 125 5514,,,4.7,172.0,restaurant,,,,,,
Ristorante Pizzeria Ai Sportivi,"Venice, Italy","Campo Santa Margherita, 3052, 30123 Venezia VE, Italy",041 521 1598,https://www.google.com/url?q=https://www.tripadvisor.it/Restaurant_Review-g187870-d1320386-Reviews-Ristorante_Pizzeria_Ai_Sportivi-Venice_Veneto.html&sa=U&sqi=2&ved=2ahUKEwjlp7216L-FAxXx8bsIHRuJDBMQFnoECDcQAQ&usg=AOvVaw2u5XMexMN_VfNbV8Lb18vV,google.com,4.2,791.0,restaurant,,,,,,
Cucina Restaurant,"Venice, Italy","S. Marco, 30133 Venezia VE, Italy",,,,4.9,9.0,restaurant,,,,,,
Trattoria Santo Stefano,"Venice, Italy","Fondamenta Narisi, 2808, 30124 Venezia VE, Italy",,https://trattoriasantostefano.it/,trattoriasantostefano.it,3.5,327.0,restaurant,trattoriasantostefano@gmail.com,,,,"trattoriasantostefano@gmail.com, trattoriasantostefano.venezia@gmail.com","+390412960679, +390000000000, 09-8225-0083"
Serafina Restaurant,"Venice, Italy","Per S. Marco, 1089, 30124 Venezia VE, Italy",041 302 1708,https://www.serafinaitaly.com/,serafinaitaly.com,4.2,259.0,restaurant,,,,,,"00-4 2 2 0 00, 0360221302, 03627303"
"Ristorante ""Al Cavaliere"" Lido, Venezia","Venice, Italy","Granviale Santa Maria Elisabetta, 57/A, 30126 Lido VE, Italy",041 276 0373,https://alcavalierevenezia.com/en,alcavalierevenezia.com,4.4,960.0,restaurant,desk@newreiterhotel.com,https://www.facebook.com/alcavalierelido,https://www.instagram.com/alcavaliere_ristorante,,desk@newreiterhotel.com,041 276 0373
Taverna La Fenice,"Venice, Italy","Campiello Marinoni o de la Fenice, 1939, 30124 Venezia VE, Italy",041 522 3856,https://ristorantelafenice.it/,ristorantelafenice.it,4.1,1096.0,restaurant,raieta@gmail.com,https://www.facebook.com/tavernalafenice,https://www.instagram.com/tavernalafenice/?fbclid=IwAR16ko2sQDeaaePV9bnieV41lHYPqHntgDFXq5F_MRD4MmOytPRC-i4_tpU,,"raieta@gmail.com, info@ristorantelafenice.it","026-03-31 15, +39 041 5237866, 0871353841"
Ristorante 369,"Venice, Italy","Calle Larga S. Marco, 369, 30124 Venezia VE, Italy",,,,3.9,91.0,restaurant,,,,,,
Restaurant Galuppi,"Venice, Italy","Via Baldassarre Galuppi, 468/470, 30142 Venezia VE, Italy",041 730081,,,4.0,1064.0,restaurant,,,,,,
Sakura Sushi,"Venice, Italy","Via Trento, 12, 30171 Venezia VE, Italy",333 651 2027,,,4.7,290.0,restaurant,,,,,,
Algiubagio Restaurant,"Venice, Italy","Fondamente Nove, 5039, 30121 Venezia VE, Italy",041 523 6084,http://www.algiubagio.net/,algiubagio.net,4.4,1701.0,restaurant,jj@algiubagio.net,https://www.facebook.com/algiubagio,https://www.instagram.com/algiubagio.venice/,,jj@algiubagio.net,"02553880275, +39 041 52 36 084, 0813932612223"
Al Bacan,"Venice, Italy","Via dei Forti, 24, 30141 Venezia VE, Italy",041 244 4139,https://www.facebook.com/al.bacan.92,facebook.com,4.0,928.0,restaurant,,https://www.facebook.com/login,,,,"036335964, 056839232, 075684469438"
Restaurant Patachic (ex la patatina di san giacomo),"Venice, Italy","Campo S. Giacomo dell'Orio, 1587, 30125 Venezia VE, Italy",041 524 3692,https://patachic.shop/,patachic.shop,4.3,1187.0,restaurant,placejoys.com@gmail.com,,,,placejoys.com@gmail.com,"04123937, +39 041 524 3692"
Hopera - Italian Food,"Venice, Italy","Viale Giuseppe Garibaldi, 1386, 30122 Venezia VE, Italy",041 520 1130,https://www.opentable.it/r/hopera-italian-food-reservations-venezia?restref=426615&lang=it-IT&ot_source=Restaurant%20website,opentable.it,3.9,572.0,restaurant,,,,,,
Leone D’oro Ristorante,"Venice, Italy","S. Marco, 280, 30124 Venezia VE, Italy",041 571 2784,,,3.5,230.0,restaurant,,,,,,
AeRasse,"Venice, Italy","Calle de le Rasse, 4611, 30122 Venezia VE, Italy",041 528 6952,,,3.7,649.0,restaurant,,,,,,
Oppa Ristorante coreana e cinese,"Venice, Italy","Calle Priuli dei Cavaletti, 101, 30121 Venezia VE, Italy",041 243 5738,,,4.5,328.0,restaurant,,,,,,
Green Chili Restaurant Venice,"Venice, Italy","Via Pietro Bembo, 34, 30172 Venezia VE, Italy",041 406 5248,,,4.8,150.0,restaurant,,,,,,
Taverna Tipica Veneziana,"Venice, Italy","Fondamenta dei Borgognoni, 5, 30142 Venezia VE, Italy",370 357 0838,http://www.tavernaveneziana.it/,tavernaveneziana.it,4.2,2431.0,restaurant,,,,,,
Ancòra Venezia RiALTO RESTAURANT,"Venice, Italy","S. Polo, 30120 Venezia VE, Italy",041 520 7066,http://www.ancoravenezia.it/,ancoravenezia.it,4.0,431.0,restaurant,,,,,,
Top of the Carlton,"Venice, Italy","Fondamenta del Monastero, 578, 30135 Venezia VE, Italy",041 275 2064,http://www.carltongrandcanal.com/it/ristoranti/top-of-the-carlton-sky-lounge-restaurant/,carltongrandcanal.com,3.9,266.0,restaurant,sigat@legalmail.it,https://www.facebook.com/HotelCarltonOnTheGrandCanalVenice,https://www.instagram.com/hotelcarltonvenice/,,"sigat@legalmail.it, sales@corihotels.it","060-6446-871, 08-02887810, 02887811"
ribo restaurant,"Venice, Italy","Fondamenta Minotto, 159, 30135 Venezia VE, Italy",041 524 3126,,,4.0,1103.0,restaurant,,,,,,
Rivalonga Café,"Venice, Italy","Riva Longa, 49, 30141 Venezia VE, Italy",041 273 1234,https://www.hyattrestaurants.com/en/venice/bar/restaurant-murano-venice-spritz-rivalonga-bar?utm_source=gmb&utm_medium=organic&utm_campaign=website,hyattrestaurants.com,3.7,372.0,restaurant,,,,,,"0378999 9, 00066099, 07277641 11"
tang dynasty ristorante cinese express,"Venice, Italy","Piazza Erminio Ferretto, 57a, 30174 Venezia VE, Italy",339 416 5699,,,4.3,393.0,restaurant,,,,,,
Sagra Rooftop Restaurant and Bar,"Venice, Italy","Isola delle Rose (Sacca Sessola Laguna di, S. Marco, 30133 Venezia VE, Italy",041 852 1300,https://www.sagrarooftoprestaurant.com/,sagrarooftoprestaurant.com,4.3,155.0,restaurant,,,,,,
Aquila Restaurant - Wine Bar,"Venice, Italy","Rio Terà Lista di Spagna, 160/A, 30121 Venezia VE, Italy",347 999 2459,http://ristoranteaquila.it/,ristoranteaquila.it,4.3,421.0,restaurant,Ristoranteallaquila@gmail.com,https://www.facebook.com/aquila.venezia,https://www.instagram.com/aquila.venezia/,,"ristoranteallaquila@gmail.com, Ristoranteallaquila@gmail.com","+393479992459, 09-616339, +39 3479992459"
Le Specialità,"Venice, Italy","San Clemente Palace Venice San Clemente Island, isola San clemente, 1/1, 30124 Venezia VE, Italy",041 475 0111,https://www.sanclementepalace.it/dining/le-specialita,sanclementepalace.it,4.2,17.0,restaurant,info@sanclementepalace.it,https://www.facebook.com/search/top?q=san%20clemente%20palace%20venice,https://www.instagram.com/sanclementepalace_venice/,,"reservation@sanclementepalace.it, dining@sanclementepalace.it, info@sanclementepalace.it","0490-0491, 0160-0161, +39 041 4750 111"
Al Fontego Bar & Restaurant,"Venice, Italy","Campo Santa Margherita, 3426, 30123 Venezia VE, Italy",041 822 7478,https://www.inforistorantealfontego.it/,inforistorantealfontego.it,4.1,308.0,restaurant,ristorantealfontego3426@gmail.com,,https://instagram.com/al_fontego_cucina_greca?igsh=eDN0MXF1c3J4OTcw&amp;utm_source=qr,,"ristorantealfontego3426@gmail.com, support@webador.com","+39 041 8227478, 07033617, +390418227478"
1000 Coffee & Bakery,"Venice, Italy","Cannaregio, 30121 Venice, Metropolitan City of Venice, Italy",041 319 3572,http://www.gruppo1000.com/,gruppo1000.com,4.4,1245.0,cafe,,,https://www.instagram.com/1000gourmet/,,,"026-01-14 20, 08729021215"
Brunch Cafe,"Venice, Italy","Calle de la Madoneta, 1457, 30125 Venezia VE, Italy",041 406 3286,https://www.brunchcafevenezia.com/,brunchcafevenezia.com,4.6,3819.0,cafe,brunchcafe_venezia@icloud.com,https://www.facebook.com/brunchcafevenezia,https://www.instagram.com/brunchcafe_venezia/,,brunchcafe_venezia@icloud.com,"0490-0491, 0160-0161, 01541568"
Soul Kitchen Café,"Venice, Italy","Viale Stazione, 38, 30171 Venezia VE, Italy",041 538 3190,http://www.soulkitchencafe.com/,soulkitchencafe.com,4.3,2829.0,cafe,eat@soulkitchencafe.com,,https://www.instagram.com/soulkitchenvenice/,,"info@hotelplazavenice.com, eat@soulkitchencafe.com","033220980, 08317068, 004614995"
Farini,"Venice, Italy","Calle Seconda de la Fava, 5602, 30122 Venezia VE, Italy",041 299 3056,https://farini.com/,farini.com,4.4,6982.0,cafe,mattia.faloretti@laicos.agency,,https://www.instagram.com/farinibakery/,,"mattia.faloretti@laicos.agency, info@farini.com","025-120-1024, 025-117-1024, 025-049-683"
Majer,"Venice, Italy","Santa Croce, 287/A, 30100 Venezia VE, Italy",041 406 6568,http://www.majer.it/,majer.it,4.3,777.0,cafe,info@stagheaddesigns.com,https://www.facebook.com/MAJERvenezia,,,"info@majer.it, info@stagheaddesigns.com, shoponline@majer.it","0516942 4500, 01768301835, 0516942 5000"
La Piazza Cafe Bar,"Venice, Italy","Piazza del Mercato, 3, 30175 Marghera VE, Italy",335 662 0254,,,4.3,439.0,cafe,,,,,,
60/40 Take Away,"Venice, Italy","Rio Terrà dei Catecumeni, 128, 30123 Venezia VE, Italy",041 476 4997,https://www.6040takeaway.com/,6040takeaway.com,4.7,404.0,cafe,,,,,,
La Bottiglia,"Venice, Italy","Campo S. Stin, 2537, 30125 Venezia VE, Italy",041 476 2426,,,4.7,1660.0,cafe,,,,,,
Dolce Vita Venezia,"Venice, Italy","Sestiere Dorsoduro, 3956A, 30123 Venezia VE, Italy",376 224 5916,https://www.instagram.com/dolcevitavenice/,instagram.com,4.7,1390.0,cafe,,,,,,
Caffè Commercio Mestre,"Venice, Italy","Piazza Erminio Ferretto, 32, 30174 Venezia VE, Italy",041 505 5685,,,4.7,264.0,cafe,,,,,,
Caffè Gelateria Al Todaro Dal 1948,"Venice, Italy","P.za San Marco, 3, 30124 Venezia VE, Italy",041 406 9649,http://al-todaro.it/,al-todaro.it,2.7,480.0,cafe,info@al-todaro.it,https://www.facebook.com/gelateriaaltodaro/,https://www.instagram.com/altodarovenice/,,info@al-todaro.it,"+39 041 4069649, +390414069649, 00204950273"
BAR 1 CIAK,"Venice, Italy","Campiello, C. del Tragheto, 2807/C, 30100 Venezia VE, Italy",041 528 5150,https://www.facebook.com/ciakvenezia/,facebook.com,4.2,940.0,cafe,,https://www.facebook.com/login,,,,"002780989808-, 036335964, 056839232"
Farini,"Venice, Italy","Ruga Rialto, 655, 30125 Venezia VE, Italy",041 299 1141,https://farini.com/,farini.com,4.4,3528.0,cafe,mattia.faloretti@laicos.agency,,https://www.instagram.com/farinibakery/,,"mattia.faloretti@laicos.agency, info@farini.com","025-120-1024, 025-117-1024, 025-049-683"
Italian Paradise - Bar & Café,"Venice, Italy","Viale Stazione, 22/24, 30171 Venezia VE, Italy",393 609 9463,,,4.4,214.0,cafe,,,,,,
AJ Cafe,"Venice, Italy","Via Torre Belfredo, 2, 30174 Venezia VE, Italy",,https://aj-cafe.com/,aj-cafe.com,4.7,61.0,cafe,,,,,,
Caffè del Doge,"Venice, Italy","Rialto, Calle dei Cinque, 609, 30125 Venezia VE, Italy",041 522 7787,http://www.caffedeldoge.com/,caffedeldoge.com,4.3,2019.0,cafe,,,,,,"067-4766-8, 065533064, 03273810279"
Art Cafe & Food,"Venice, Italy","Fondamenta dei Vetrai, 35/a-36, 30141 Venezia VE, Italy",329 789 4585,http://www.gastronomybyjoy.com/2017/06/art-and-food-cafe-ristorante-murano.html?m=1,gastronomybyjoy.com,4.2,956.0,cafe,gastronomybyjoy@yahoo.com,,,,gastronomybyjoy@yahoo.com,"09879918727207, 042822772497285, 078353919744310"
Farini,"Venice, Italy","Campiello Riccardo Selvatico, 5659, 30121 Venezia VE, Italy",041 458 6456,https://farini.com/,farini.com,4.3,2501.0,cafe,mattia.faloretti@laicos.agency,,https://www.instagram.com/farinibakery/,,"mattia.faloretti@laicos.agency, info@farini.com","025-120-1024, 025-117-1024, 025-049-683"
Caffetteria Italiana Caffè Venezia,"Venice, Italy","Via Giosuè Carducci, 2, 30172 Venezia VE, Italy",338 827 5998,,,4.4,398.0,cafe,,,,,,
OpenFunCaffè Croissanteria,"Venice, Italy","Via Giosuè Carducci, 9, 30171 Venezia VE, Italy",392 665 3102,,,4.8,128.0,cafe,,,,,,
Ristorante Caffè Saraceno,"Venice, Italy","S. Polo, 726, 30125 Venezia VE, Italy",041 522 5556,https://www.ristorantecaffesaraceno.com/,ristorantecaffesaraceno.com,4.5,13690.0,cafe,ristorantecaffesaraceno@gmail.com,https://www.facebook.com/p/Ristorante-Caffe-Saraceno-61558070068695/,https://www.instagram.com/ristorante_caffe_saraceno/,,ristorantecaffesaraceno@gmail.com,"0490-0491, 0160-0161, 053144538958"
Laguna Bar,"Venice, Italy","Sestiere San Martino Sinistra, 378, 30142 Venezia VE, Italy",393 239 9747,,,4.4,443.0,cafe,,,,,,
MAJER Via Garibaldi,"Venice, Italy","Via Giuseppe Garibaldi, 1591, 30122 Venezia VE, Italy",041 241 3663,http://www.majer.it/,majer.it,4.0,650.0,cafe,info@stagheaddesigns.com,https://www.facebook.com/MAJERvenezia,,,"info@majer.it, info@stagheaddesigns.com, shoponline@majer.it","0516942 4500, 01768301835, 0516942 5000"
Coffee Break,"Venice, Italy","Via Piave, 123, 30171 Venezia VE, Italy",380 388 8254,http://coffeebreak.metro.bar/,coffeebreak.metro.bar,4.3,463.0,cafe,ernestorosapepe@gmail.com,https://www.facebook.com/Coffe-Break-Sweet-Savory-2182922935133538/,,,ernestorosapepe@gmail.com,"0490-0491, 01563 1 26, 00781 22 36 22"
Da Mario & I Fioi,"Venice, Italy","Calle Larga Giacinto Gallina, 6370, 30121 Venezia VE, Italy",041 528 5783,,,4.8,141.0,cafe,,,,,,
Farini,"Venice, Italy","Ruga dei Speziali, 379, 30122 Venezia VE, Italy",041 299 2166,https://farini.com/,farini.com,4.5,484.0,cafe,mattia.faloretti@laicos.agency,,https://www.instagram.com/farinibakery/,,"mattia.faloretti@laicos.agency, info@farini.com","025-120-1024, 025-117-1024, 025-049-683"
Caffè Lavena,"Venice, Italy","P.za San Marco, 133/134, 30124 Venezia VE, Italy",041 522 4070,http://www.caffelavena.it/,caffelavena.it,2.6,1694.0,cafe,,,,,info@caffelavena.it,"+39 041 522 4070, 03010750275, 026-01-14 20"
Caffè alla città di Torino,"Venice, Italy","S. Marco, Campo S. Luca, 4591, 30124 Venezia VE, Italy",345 605 4418,https://www.grancaffeallacittaditorino.it/,grancaffeallacittaditorino.it,2.9,598.0,cafe,,,,,,
All'Angelo Art Café,"Venice, Italy","C. va al Ponte de l’Anzolo, 401, 30124 Venezia VE, Italy",,http://www.hkvenezia.it/,hkvenezia.it,4.2,167.0,cafe,,,,,,
Hard Rock Cafe,"Venice, Italy","Bacino Orseolo , San Marco 1192, 30124 Venezia VE, Italy",041 522 9665,https://cafe.hardrock.com/venice/,cafe.hardrock.com,4.5,12188.0,cafe,VENICE.JOBS@HARDROCK.COM,,https://www.instagram.com/hardrockcafe/,,"venice_social@hardrock.com, venice.jobs@hardrock.com, VENICE.JOBS@HARDROCK.COM","+39 041 5229665, 02505281300, 02308080852"
Enjoy Bistro - Restaurant - Bar,"Venice, Italy","Viale Stazione, 30-32, 30171 Venezia VE, Italy",041 923773,,,4.4,790.0,cafe,,,,,,
Bar Alle Guglie Cicchetteria,"Venice, Italy","Cicchetteria, Bar alle Guglie, Cannaregio, 1299, 30121 Venezia VE, Italy",041 716445,,,4.6,234.0,cafe,,,,,,
Cafe and Bar San Giorgio,"Venice, Italy","San Giorgio Maggiore, 3, 30124 Venezia VE, Italy",041 268 3332,http://www.sangiorgio.cafe/,sangiorgio.cafe,3.9,478.0,cafe,INFO@SANGIORGIO.CAFE,https://www.facebook.com/sangiorgiocafe,https://www.instagram.com/sangiorgio.cafe/,,"info@sangiorgio.cafe, INFO@SANGIORGIO.CAFE","00000057, 0769230769, 00-200 200"
Olimpia Bar,"Venice, Italy","Rio Terà Lista di Spagna, 116, 30121 Venezia VE, Italy",041 715165,http://barolimpiacaffe.it/,barolimpiacaffe.it,2.6,472.0,cafe,barolimpiacaffe@gmail.com,https://www.facebook.com/barolimpiavenezia,https://www.instagram.com/barolimpiavenezia,,barolimpiacaffe@gmail.com,"0588235294, 0413223140496, 0884353742"
Caffè Quadri,"Venice, Italy","P.za San Marco, 121, 30124 Venezia VE, Italy",041 522 2105,http://www.alajmo.it/grancaffe-quadri,alajmo.it,3.7,890.0,cafe,booking@alajmo.it,https://www.facebook.com/alajmogroup/,https://www.instagram.com/alajmo/,https://www.linkedin.com/company/alajmo/posts/?feedView=all&viewAsMember=true,booking@alajmo.it,"064976436824391, 0873565353, 081551760686638"
ZeneVia Café,"Venice, Italy","Salizada S. Canzian, 5548, 30121 Venezia VE, Italy",041 520 6266,,,4.3,51.0,cafe,,,,,,
Trattoria Cafe' Vecio,"Venice, Italy","Via Baldassarre Galuppi, 191, 30142 Venezia VE, Italy",041 730821,,,3.9,468.0,cafe,,,,,,
Art cafe venezia,"Venice, Italy","Campiello Sta. Maria Nova, 30121 Venezia VE, Italy",,,,3.7,383.0,cafe,,,,,,
Al Theatro,"Venice, Italy","Campo S. Fantin, 1916, 30124 Venezia VE, Italy",041 522 1052,https://www.altheatro.it/,altheatro.it,3.7,1613.0,cafe,info@altheatro.it,https://www.facebook.com/ristorantetheatro/,https://www.instagram.com/ristorantetheatro/,,info@altheatro.it,"04654271244, 03574375977, 04687003743"
Al Vecio Gopion,"Venice, Italy","S. Marco, 220, 30124 Venezia VE, Italy",333 253 2102,,,3.3,47.0,cafe,,,,,,
Ristorante Le Café,"Venice, Italy","Campo Santo Stefano, 2797, 30124 Venezia VE, Italy",041 523 0002,https://lecafevenezia.com/,lecafevenezia.com,3.9,1604.0,cafe,,,,,,"049969-09, 070103040714070, 044852 69"
Cafe Da Gigi,"Venice, Italy","C. de la Rizza, 528, 30124 Venezia VE, Italy",,,,3.8,151.0,cafe,,,,,,
Zanzibar,"Venice, Italy","Campiello Santa Maria Formosa, 5840, 30122 Venezia VE, Italy",347 146 0107,,,4.4,505.0,cafe,,,,,,
Art Blue Café,"Venice, Italy","San Marco 2808, Campo Santo Stefano, 30124 San Marco, Venezia VE, Italy",,https://artbluecafe.shop/,artbluecafe.shop,2.5,618.0,cafe,contact@foodplacee.com,,,,contact@foodplacee.com,"028586906485, 07664575"
Ombra del Leone,"Venice, Italy","Sestiere San Marco 1364, 30124 Venezia VE, Italy",041 241 3519,https://www.ombradelleone.com/,ombradelleone.com,4.1,455.0,cafe,info@ombradelleone.com,https://www.facebook.com/OmbradelLeoneRistorante/,http://www.instagram.com/ombradelleoneristorante,,info@ombradelleone.com,"000166459, 06585897, 0001285363"
Chef Express,"Venice, Italy","Piazzale Pietro Favretti, 1, 30170 Venezia VE, Italy",041 929464,http://www.chefexpress.it/,chefexpress.it,3.3,111.0,cafe,,https://www.facebook.com/ChefExpressItalia,https://www.instagram.com/chefexpress4u/,https://www.linkedin.com/company/chefexpress/,,"071074251365, 00876120213, 00 400 403"
Bar San Cassian,"Venice, Italy","Calle del Scaleter, 1858, 30125 Venezia VE, Italy",,,,4.2,834.0,cafe,,,,,,
Caffè al Ponte,"Venice, Italy","Per S. Marco, 857/858, 859, 30124 Venezia VE, Italy",,,,2.0,738.0,cafe,,,,,,
Hard Rock Cafe Rock Shop,"Venice, Italy","Salizzada Pio X, 30124 Venezia VE, Italy",041 884 5125,https://cafe.hardrock.com/,cafe.hardrock.com,4.3,547.0,cafe,,,https://www.instagram.com/hardrockcafe/,,,"00-201-1949, 02505281300, 02308080852"
Dodo Caffè,"Venice, Italy","Fondamenta dei Ormesini, 2845, 30121 Venezia VE, Italy",041 476 8129,https://it-it.facebook.com/DodoCaffe/,it-it.facebook.com,4.5,594.0,cafe,,https://it-it.facebook.com/login,,,,"0832147598267, 03337390, 09531032"
Wunder Bar,"Venice, Italy","V. Torino, 5, 30172 Venezia VE, Italy",,,,4.6,271.0,cafe,,,,,,
Ristorante Brunch Republic Mestre,"Venice, Italy","Viale Giuseppe Garibaldi, 7D, 30173 Venezia VE, Italy",041 615298,http://www.brunchrepublic.com/,brunchrepublic.com,4.2,2002.0,cafe,,https://www.facebook.com/brunchrepublic,https://www.instagram.com/brunch_republic/,https://www.linkedin.com/company/brunchrepublic/,info@brunchrepublic.com,"08908-214, 00848-214, 04614950279"
